r,t,y,AnnualFixedOperatingCost
REGION1,PWRBIO001,2015,6.6
REGION1,PWRBIO001,2016,6.6
REGION1,PWRBIO001,2017,6.5945
REGION1,PWRBIO001,2018,6.5945
REGION1,PWRBIO001,2019,6.589
REGION1,PWRBIO001,2020,6.589
REGION1,PWRBIO001,2021,6.5835
REGION1,PWRBIO001,2022,6.5835
REGION1,PWRBIO001,2023,6.578
REGION1,PWRBIO001,2024,6.578
REGION1,PWRBIO001,2025,6.5725
REGION1,PWRBIO001,2026,6.5725
REGION1,PWRBIO001,2027,6.567
REGION1,PWRBIO001,2028,6.567
REGION1,PWRBIO001,2029,6.5615
REGION1,PWRBIO001,2030,6.5615
REGION1,PWRBIO002,2015,7.5625
REGION1,PWRBIO002,2016,7.5625
REGION1,PWRBIO002,2017,7.557
REGION1,PWRBIO002,2018,7.557
REGION1,PWRBIO002,2019,7.5515
REGION1,PWRBIO002,2020,7.5515
REGION1,PWRBIO002,2021,7.546
REGION1,PWRBIO002,2022,7.546
REGION1,PWRBIO002,2023,7.5405
REGION1,PWRBIO002,2024,7.5405
REGION1,PWRBIO002,2025,7.535
REGION1,PWRBIO002,2026,7.535
REGION1,PWRBIO002,2027,7.5295
REGION1,PWRBIO002,2028,7.5295
REGION1,PWRBIO002,2029,7.524
REGION1,PWRBIO002,2030,7.524
REGION1,PWRDSL001,2015,0.688
REGION1,PWRDSL001,2016,0.6863
REGION1,PWRDSL001,2017,0.6863
REGION1,PWRDSL001,2018,0.6846
REGION1,PWRDSL001,2019,0.6846
REGION1,PWRDSL001,2020,0.6828
REGION1,PWRDSL001,2021,0.6828
REGION1,PWRDSL001,2022,0.6811
REGION1,PWRDSL001,2023,0.6811
REGION1,PWRDSL002,2015,0.602
REGION1,PWRDSL002,2016,0.6003
REGION1,PWRDSL002,2017,0.6003
REGION1,PWRDSL002,2018,0.5986
REGION1,PWRDSL002,2019,0.5986
REGION1,PWRDSL002,2020,0.5968
REGION1,PWRDSL003,2015,0.2064
REGION1,PWRDSL003,2016,0.2047
REGION1,PWRDSL003,2017,0.2047
REGION1,PWRDSL003,2018,0.203
REGION1,PWRDSL003,2019,0.203
REGION1,PWRDSL003,2020,0.2012
REGION1,PWRGEO001,2015,0.297
REGION1,PWRGEO001,2016,0.297
REGION1,PWRGEO001,2017,0.2925
REGION1,PWRGEO001,2018,0.2925
REGION1,PWRGEO001,2019,0.288
REGION1,PWRGEO001,2020,0.288
REGION1,PWRGEO001,2021,0.2835
REGION1,PWRGEO001,2022,0.2835
REGION1,PWRGEO001,2023,0.279
REGION1,PWRGEO001,2024,0.279
REGION1,PWRGEO001,2025,0.2745
REGION1,PWRGEO001,2026,0.2745
REGION1,PWRGEO001,2027,0.27
REGION1,PWRGEO001,2028,0.27
REGION1,PWRGEO001,2029,0.2655
REGION1,PWRGEO001,2030,0.2655
REGION1,PWRGEO002,2017,4.5
REGION1,PWRGEO002,2018,4.5
REGION1,PWRGEO002,2019,4.4955
REGION1,PWRGEO002,2020,4.4955
REGION1,PWRGEO002,2021,4.491
REGION1,PWRGEO002,2022,4.491
REGION1,PWRGEO002,2023,4.4865
REGION1,PWRGEO002,2024,4.4865
REGION1,PWRGEO002,2025,4.482
REGION1,PWRGEO002,2026,4.482
REGION1,PWRGEO002,2027,4.4775
REGION1,PWRGEO002,2028,4.4775
REGION1,PWRGEO002,2029,4.473
REGION1,PWRGEO002,2030,4.473
REGION1,PWRGEO003,2016,4.5
REGION1,PWRGEO003,2017,4.5
REGION1,PWRGEO003,2018,4.4955
REGION1,PWRGEO003,2019,4.4955
REGION1,PWRGEO003,2020,4.491
REGION1,PWRGEO003,2021,4.491
REGION1,PWRGEO003,2022,4.4865
REGION1,PWRGEO003,2023,4.4865
REGION1,PWRGEO003,2024,4.482
REGION1,PWRGEO003,2025,4.482
REGION1,PWRGEO003,2026,4.4775
REGION1,PWRGEO003,2027,4.4775
REGION1,PWRGEO003,2028,4.473
REGION1,PWRGEO003,2029,4.473
REGION1,PWRGEO003,2030,4.4685
REGION1,PWRHYD001,2015,0.208
REGION1,PWRHYD001,2016,0.204
REGION1,PWRHYD001,2017,0.204
REGION1,PWRHYD001,2018,0.2
REGION1,PWRHYD001,2019,0.2
REGION1,PWRHYD001,2020,0.196
REGION1,PWRHYD001,2021,0.196
REGION1,PWRHYD001,2022,0.192
REGION1,PWRHYD001,2023,0.192
REGION1,PWRHYD001,2024,0.188
REGION1,PWRHYD001,2025,0.188
REGION1,PWRHYD001,2026,0.184
REGION1,PWRHYD001,2027,0.184
REGION1,PWRHYD001,2028,0.18
REGION1,PWRHYD001,2029,0.18
REGION1,PWRHYD001,2030,0.176
REGION1,PWRHYD002,2015,0.34
REGION1,PWRHYD002,2016,0.336
REGION1,PWRHYD002,2017,0.336
REGION1,PWRHYD002,2018,0.332
REGION1,PWRHYD002,2019,0.328
REGION1,PWRHYD002,2020,0.328
REGION1,PWRHYD002,2021,0.324
REGION1,PWRHYD002,2022,0.324
REGION1,PWRHYD002,2023,0.32
REGION1,PWRHYD002,2024,0.32
REGION1,PWRHYD002,2025,0.316
REGION1,PWRHYD002,2026,0.316
REGION1,PWRHYD002,2027,0.312
REGION1,PWRHYD002,2028,0.312
REGION1,PWRHYD002,2029,0.308
REGION1,PWRHYD002,2030,0.308
REGION1,PWRHYD003,2015,1.52
REGION1,PWRHYD003,2016,1.516
REGION1,PWRHYD003,2017,1.516
REGION1,PWRHYD003,2018,1.512
REGION1,PWRHYD003,2019,1.512
REGION1,PWRHYD003,2020,1.508
REGION1,PWRHYD003,2021,1.508
REGION1,PWRHYD003,2022,1.504
REGION1,PWRHYD003,2023,1.504
REGION1,PWRHYD003,2024,1.5
REGION1,PWRHYD003,2025,1.5
REGION1,PWRHYD003,2026,1.496
REGION1,PWRHYD003,2027,1.496
REGION1,PWRHYD003,2028,1.492
REGION1,PWRHYD003,2029,1.492
REGION1,PWRHYD003,2030,1.488
REGION1,PWRHYD004,2015,3.916
REGION1,PWRHYD004,2016,3.916
REGION1,PWRHYD004,2017,3.912
REGION1,PWRHYD004,2018,3.912
REGION1,PWRHYD004,2019,3.908
REGION1,PWRHYD004,2020,3.908
REGION1,PWRHYD004,2021,3.904
REGION1,PWRHYD004,2022,3.904
REGION1,PWRHYD004,2023,3.9
REGION1,PWRHYD004,2024,3.9
REGION1,PWRHYD004,2025,3.896
REGION1,PWRHYD004,2026,3.896
REGION1,PWRHYD004,2027,3.892
REGION1,PWRHYD004,2028,3.892
REGION1,PWRHYD004,2029,3.888
REGION1,PWRHYD004,2030,3.888
REGION1,PWRHYD005,2015,2.892
REGION1,PWRHYD005,2016,2.892
REGION1,PWRHYD005,2017,2.888
REGION1,PWRHYD005,2018,2.888
REGION1,PWRHYD005,2019,2.884
REGION1,PWRHYD005,2020,2.884
REGION1,PWRHYD005,2021,2.88
REGION1,PWRHYD005,2022,2.88
REGION1,PWRHYD005,2023,2.876
REGION1,PWRHYD005,2024,2.876
REGION1,PWRHYD005,2025,2.872
REGION1,PWRHYD005,2026,2.872
REGION1,PWRHYD005,2027,2.868
REGION1,PWRHYD005,2028,2.868
REGION1,PWRHYD005,2029,2.864
REGION1,PWRHYD005,2030,2.864
REGION1,PWRHYD006,2015,1.612
REGION1,PWRHYD006,2016,1.608
REGION1,PWRHYD006,2017,1.608
REGION1,PWRHYD006,2018,1.604
REGION1,PWRHYD006,2019,1.604
REGION1,PWRHYD006,2020,1.6
REGION1,PWRHYD006,2021,1.6
REGION1,PWRHYD006,2022,1.596
REGION1,PWRHYD006,2023,1.596
REGION1,PWRHYD006,2024,1.592
REGION1,PWRHYD006,2025,1.592
REGION1,PWRHYD006,2026,1.588
REGION1,PWRHYD006,2027,1.588
REGION1,PWRHYD006,2028,1.584
REGION1,PWRHYD006,2029,1.584
REGION1,PWRHYD006,2030,1.58
REGION1,PWRHYD007,2015,1.184
REGION1,PWRHYD007,2016,1.18
REGION1,PWRHYD007,2017,1.18
REGION1,PWRHYD007,2018,1.176
REGION1,PWRHYD007,2019,1.176
REGION1,PWRHYD007,2020,1.172
REGION1,PWRHYD007,2021,1.172
REGION1,PWRHYD007,2022,1.168
REGION1,PWRHYD007,2023,1.168
REGION1,PWRHYD007,2024,1.164
REGION1,PWRHYD007,2025,1.164
REGION1,PWRHYD007,2026,1.16
REGION1,PWRHYD007,2027,1.16
REGION1,PWRHYD007,2028,1.156
REGION1,PWRHYD007,2029,1.156
REGION1,PWRHYD007,2030,1.152
REGION1,PWRHYD008,2015,1.192
REGION1,PWRHYD008,2016,1.192
REGION1,PWRHYD008,2017,1.188
REGION1,PWRHYD008,2018,1.188
REGION1,PWRHYD008,2019,1.184
REGION1,PWRHYD008,2020,1.184
REGION1,PWRHYD008,2021,1.18
REGION1,PWRHYD008,2022,1.18
REGION1,PWRHYD008,2023,1.176
REGION1,PWRHYD008,2024,1.176
REGION1,PWRHYD008,2025,1.172
REGION1,PWRHYD008,2026,1.172
REGION1,PWRHYD008,2027,1.168
REGION1,PWRHYD008,2028,1.168
REGION1,PWRHYD008,2029,1.164
REGION1,PWRHYD008,2030,1.164
REGION1,PWRHYD009,2015,5.276
REGION1,PWRHYD009,2016,5.276
REGION1,PWRHYD009,2017,5.272
REGION1,PWRHYD009,2018,5.268
REGION1,PWRHYD009,2019,5.268
REGION1,PWRHYD009,2020,5.264
REGION1,PWRHYD009,2021,5.264
REGION1,PWRHYD009,2022,5.26
REGION1,PWRHYD009,2023,5.26
REGION1,PWRHYD009,2024,5.256
REGION1,PWRHYD009,2025,5.256
REGION1,PWRHYD009,2026,5.252
REGION1,PWRHYD009,2027,5.252
REGION1,PWRHYD009,2028,5.248
REGION1,PWRHYD009,2029,5.248
REGION1,PWRHYD009,2030,5.244
REGION1,PWRHYD010,2015,4.516
REGION1,PWRHYD010,2016,4.516
REGION1,PWRHYD010,2017,4.512
REGION1,PWRHYD010,2018,4.512
REGION1,PWRHYD010,2019,4.508
REGION1,PWRHYD010,2020,4.508
REGION1,PWRHYD010,2021,4.504
REGION1,PWRHYD010,2022,4.504
REGION1,PWRHYD010,2023,4.5
REGION1,PWRHYD010,2024,4.5
REGION1,PWRHYD010,2025,4.496
REGION1,PWRHYD010,2026,4.496
REGION1,PWRHYD010,2027,4.492
REGION1,PWRHYD010,2028,4.492
REGION1,PWRHYD010,2029,4.488
REGION1,PWRHYD010,2030,4.488
REGION1,PWRHYD011,2015,18.392
REGION1,PWRHYD011,2016,18.388
REGION1,PWRHYD011,2017,18.388
REGION1,PWRHYD011,2018,18.384
REGION1,PWRHYD011,2019,18.384
REGION1,PWRHYD011,2020,18.38
REGION1,PWRHYD011,2021,18.38
REGION1,PWRHYD011,2022,18.376
REGION1,PWRHYD011,2023,18.376
REGION1,PWRHYD011,2024,18.372
REGION1,PWRHYD011,2025,18.372
REGION1,PWRHYD011,2026,18.368
REGION1,PWRHYD011,2027,18.368
REGION1,PWRHYD011,2028,18.364
REGION1,PWRHYD011,2029,18.364
REGION1,PWRHYD011,2030,18.36
REGION1,PWRHYD012,2015,16.792
REGION1,PWRHYD012,2016,16.788
REGION1,PWRHYD012,2017,16.788
REGION1,PWRHYD012,2018,16.784
REGION1,PWRHYD012,2019,16.784
REGION1,PWRHYD012,2020,16.78
REGION1,PWRHYD012,2021,16.78
REGION1,PWRHYD012,2022,16.776
REGION1,PWRHYD012,2023,16.776
REGION1,PWRHYD012,2024,16.772
REGION1,PWRHYD012,2025,16.772
REGION1,PWRHYD012,2026,16.768
REGION1,PWRHYD012,2027,16.768
REGION1,PWRHYD012,2028,16.764
REGION1,PWRHYD012,2029,16.764
REGION1,PWRHYD012,2030,16.76
REGION1,PWRHYD013,2015,11.988
REGION1,PWRHYD013,2016,11.988
REGION1,PWRHYD013,2017,11.984
REGION1,PWRHYD013,2018,11.984
REGION1,PWRHYD013,2019,11.98
REGION1,PWRHYD013,2020,11.98
REGION1,PWRHYD013,2021,11.976
REGION1,PWRHYD013,2022,11.976
REGION1,PWRHYD013,2023,11.972
REGION1,PWRHYD013,2024,11.972
REGION1,PWRHYD013,2025,11.968
REGION1,PWRHYD013,2026,11.968
REGION1,PWRHYD013,2027,11.964
REGION1,PWRHYD013,2028,11.964
REGION1,PWRHYD013,2029,11.96
REGION1,PWRHYD013,2030,11.96
REGION1,PWRHYD014,2015,7.34
REGION1,PWRHYD014,2016,7.336
REGION1,PWRHYD014,2017,7.336
REGION1,PWRHYD014,2018,7.332
REGION1,PWRHYD014,2019,7.332
REGION1,PWRHYD014,2020,7.328
REGION1,PWRHYD014,2021,7.328
REGION1,PWRHYD014,2022,7.324
REGION1,PWRHYD014,2023,7.324
REGION1,PWRHYD014,2024,7.32
REGION1,PWRHYD014,2025,7.32
REGION1,PWRHYD014,2026,7.316
REGION1,PWRHYD014,2027,7.316
REGION1,PWRHYD014,2028,7.312
REGION1,PWRHYD014,2029,7.312
REGION1,PWRHYD014,2030,7.308
REGION1,PWRHYD015,2015,29.92
REGION1,PWRHYD015,2016,29.916
REGION1,PWRHYD015,2017,29.916
REGION1,PWRHYD015,2018,29.912
REGION1,PWRHYD015,2019,29.912
REGION1,PWRHYD015,2020,29.908
REGION1,PWRHYD015,2021,29.908
REGION1,PWRHYD015,2022,29.904
REGION1,PWRHYD015,2023,29.904
REGION1,PWRHYD015,2024,29.9
REGION1,PWRHYD015,2025,29.9
REGION1,PWRHYD015,2026,29.896
REGION1,PWRHYD015,2027,29.896
REGION1,PWRHYD015,2028,29.892
REGION1,PWRHYD015,2029,29.892
REGION1,PWRHYD015,2030,29.888
REGION1,PWRHYD016,2015,44.88
REGION1,PWRHYD016,2016,44.88
REGION1,PWRHYD016,2017,44.876
REGION1,PWRHYD016,2018,44.876
REGION1,PWRHYD016,2019,44.872
REGION1,PWRHYD016,2020,44.872
REGION1,PWRHYD016,2021,44.868
REGION1,PWRHYD016,2022,44.868
REGION1,PWRHYD016,2023,44.864
REGION1,PWRHYD016,2024,44.864
REGION1,PWRHYD016,2025,44.86
REGION1,PWRHYD016,2026,44.86
REGION1,PWRHYD016,2027,44.856
REGION1,PWRHYD016,2028,44.856
REGION1,PWRHYD016,2029,44.852
REGION1,PWRHYD016,2030,44.852
REGION1,PWRHYD017,2015,10.16
REGION1,PWRHYD017,2016,10.16
REGION1,PWRHYD017,2017,10.156
REGION1,PWRHYD017,2018,10.156
REGION1,PWRHYD017,2019,10.152
REGION1,PWRHYD017,2020,10.152
REGION1,PWRHYD017,2021,10.148
REGION1,PWRHYD017,2022,10.148
REGION1,PWRHYD017,2023,10.144
REGION1,PWRHYD017,2024,10.144
REGION1,PWRHYD017,2025,10.14
REGION1,PWRHYD017,2026,10.14
REGION1,PWRHYD017,2027,10.136
REGION1,PWRHYD017,2028,10.136
REGION1,PWRHYD017,2029,10.132
REGION1,PWRHYD017,2030,10.132
REGION1,PWRHYD042,2022,50.0
REGION1,PWRHYD042,2023,100.0
REGION1,PWRHYD042,2024,150.0
REGION1,PWRHYD042,2025,200.0
REGION1,PWRHYD042,2026,250.0
REGION1,PWRHYD042,2027,256.0
REGION1,PWRHYD042,2028,256.0
REGION1,PWRHYD042,2029,256.0
REGION1,PWRHYD042,2030,256.0
REGION1,PWRSOL001,2016,1.4
REGION1,PWRSOL001,2017,1.4
REGION1,PWRSOL001,2018,1.3986
REGION1,PWRSOL001,2019,1.3986
REGION1,PWRSOL001,2020,1.3972
REGION1,PWRSOL001,2021,1.3972
REGION1,PWRSOL001,2022,1.3958
REGION1,PWRSOL001,2023,1.3958
REGION1,PWRSOL001,2024,1.3944
REGION1,PWRSOL001,2025,1.3944
REGION1,PWRSOL001,2026,1.393
REGION1,PWRSOL001,2027,1.393
REGION1,PWRSOL001,2028,1.3916
REGION1,PWRSOL001,2029,1.3916
REGION1,PWRSOL001,2030,1.3902
REGION1,PWRSOL002,2016,1.4
REGION1,PWRSOL002,2017,1.4
REGION1,PWRSOL002,2018,1.3686
REGION1,PWRSOL002,2019,1.3586
REGION1,PWRSOL002,2020,1.3473
REGION1,PWRSOL002,2021,1.3373
REGION1,PWRSOL002,2022,1.316
REGION1,PWRSOL002,2023,1.3061
REGION1,PWRSOL002,2024,1.2848
REGION1,PWRSOL002,2025,1.2749
REGION1,PWRSOL002,2026,1.2537
REGION1,PWRSOL002,2027,1.2438
REGION1,PWRSOL002,2028,1.2226
REGION1,PWRSOL002,2029,1.2127
REGION1,PWRSOL002,2030,1.1916
REGION1,PWRSOL003,2016,1.4
REGION1,PWRSOL003,2017,1.4
REGION1,PWRSOL003,2018,1.3686
REGION1,PWRSOL003,2019,1.3586
REGION1,PWRSOL003,2020,1.3473
REGION1,PWRSOL003,2021,1.3373
REGION1,PWRSOL003,2022,1.316
REGION1,PWRSOL003,2023,1.3061
REGION1,PWRSOL003,2024,1.2848
REGION1,PWRSOL003,2025,1.2749
REGION1,PWRSOL003,2026,1.2537
REGION1,PWRSOL003,2027,1.2438
REGION1,PWRSOL003,2028,1.2226
REGION1,PWRSOL003,2029,1.2127
REGION1,PWRSOL003,2030,1.1916
REGION1,PWRWND001,2015,1.527
REGION1,PWRWND001,2016,1.524
REGION1,PWRWND001,2017,1.524
REGION1,PWRWND001,2018,1.521
REGION1,PWRWND001,2019,1.521
REGION1,PWRWND001,2020,1.518
REGION1,PWRWND001,2021,1.518
REGION1,PWRWND001,2022,1.515
REGION1,PWRWND001,2023,1.515
REGION1,PWRWND001,2024,1.512
REGION1,PWRWND001,2025,1.512
REGION1,PWRWND001,2026,1.509
REGION1,PWRWND001,2027,1.509
REGION1,PWRWND002,2015,0.897
REGION1,PWRWND002,2016,0.894
REGION1,PWRWND002,2017,0.894
REGION1,PWRWND002,2018,0.891
REGION1,PWRWND002,2019,0.891
REGION1,PWRWND002,2020,0.888
REGION1,PWRWND002,2021,0.888
REGION1,PWRWND002,2022,0.885
REGION1,PWRWND002,2023,0.885
REGION1,PWRWND002,2024,0.882
REGION1,PWRWND002,2025,0.882
REGION1,PWRWND002,2026,0.879
REGION1,PWRWND002,2027,0.879
REGION1,PWRWND003,2015,2.7
REGION1,PWRWND003,2016,2.697
REGION1,PWRWND003,2017,2.697
REGION1,PWRWND003,2018,2.694
REGION1,PWRWND003,2019,2.694
REGION1,PWRWND003,2020,2.691
REGION1,PWRWND003,2021,2.691
REGION1,PWRWND003,2022,2.688
REGION1,PWRWND003,2023,2.688
REGION1,PWRWND003,2024,2.685
REGION1,PWRWND003,2025,2.685
REGION1,PWRWND003,2026,2.682
REGION1,PWRWND003,2027,2.682
REGION1,PWRWND003,2028,2.679
REGION1,PWRWND003,2029,2.679
REGION1,PWRWND004,2015,4.59
REGION1,PWRWND004,2016,4.59
REGION1,PWRWND004,2017,4.587
REGION1,PWRWND004,2018,4.587
REGION1,PWRWND004,2019,4.584
REGION1,PWRWND004,2020,4.584
REGION1,PWRWND004,2021,4.581
REGION1,PWRWND004,2022,4.581
REGION1,PWRWND004,2023,4.578
REGION1,PWRWND004,2024,4.578
REGION1,PWRWND004,2025,4.575
REGION1,PWRWND004,2026,4.575
REGION1,PWRWND004,2027,4.572
REGION1,PWRWND004,2028,4.572
REGION1,PWRWND004,2029,4.569
REGION1,PWRWND004,2030,4.569
