r,t,e,m,y,AnnualTechnologyEmissionByMode
REGION1,DEMAGRDSL,CO2PET,1,2015,0.4515
REGION1,DEMAGRDSL,CO2PET,1,2016,0.4551
REGION1,DEMAGRDSL,CO2PET,1,2017,0.4798
REGION1,DEMAGRDSL,CO2PET,1,2018,0.5054
REGION1,DEMAGRDSL,CO2PET,1,2019,0.5315
REGION1,DEMAGRDSL,CO2PET,1,2020,0.5559
REGION1,DEMAGRDSL,CO2PET,1,2021,0.5985
REGION1,DEMAGRDSL,CO2PET,1,2022,0.6394
REGION1,DEMAGRDSL,CO2PET,1,2023,0.6787
REGION1,DEMAGRDSL,CO2PET,1,2024,0.7156
REGION1,DEMAGRDSL,CO2PET,1,2025,0.7502
REGION1,DEMAGRDSL,CO2PET,1,2026,0.7831
REGION1,DEMAGRDSL,CO2PET,1,2027,0.8158
REGION1,DEMAGRDSL,CO2PET,1,2028,0.8478
REGION1,DEMAGRDSL,CO2PET,1,2029,0.8789
REGION1,DEMAGRDSL,CO2PET,1,2030,0.9099
REGION1,DEMCOMDSL,CO2PET,1,2015,0.1649
REGION1,DEMCOMDSL,CO2PET,1,2016,0.1649
REGION1,DEMCOMDSL,CO2PET,1,2017,0.1711
REGION1,DEMCOMDSL,CO2PET,1,2018,0.1773
REGION1,DEMCOMDSL,CO2PET,1,2019,0.1842
REGION1,DEMCOMDSL,CO2PET,1,2020,0.1904
REGION1,DEMCOMDSL,CO2PET,1,2021,0.2015
REGION1,DEMCOMDSL,CO2PET,1,2022,0.2132
REGION1,DEMCOMDSL,CO2PET,1,2023,0.2236
REGION1,DEMCOMDSL,CO2PET,1,2024,0.2346
REGION1,DEMCOMDSL,CO2PET,1,2025,0.245
REGION1,DEMCOMDSL,CO2PET,1,2026,0.2553
REGION1,DEMCOMDSL,CO2PET,1,2027,0.2656
REGION1,DEMCOMDSL,CO2PET,1,2028,0.2753
REGION1,DEMCOMDSL,CO2PET,1,2029,0.285
REGION1,DEMCOMDSL,CO2PET,1,2030,0.2946
REGION1,DEMINDCOA,CO2COA,1,2015,1.1849
REGION1,DEMINDCOA,CO2COA,1,2016,1.1849
REGION1,DEMINDCOA,CO2COA,1,2017,1.2307
REGION1,DEMINDCOA,CO2COA,1,2018,1.2764
REGION1,DEMINDCOA,CO2COA,1,2019,1.3213
REGION1,DEMINDCOA,CO2COA,1,2020,1.3661
REGION1,DEMINDCOA,CO2COA,1,2021,1.4494
REGION1,DEMINDCOA,CO2COA,1,2022,1.5299
REGION1,DEMINDCOA,CO2COA,1,2023,1.6086
REGION1,DEMINDCOA,CO2COA,1,2024,1.6854
REGION1,DEMINDCOA,CO2COA,1,2025,1.7605
REGION1,DEMINDCOA,CO2COA,1,2026,1.8346
REGION1,DEMINDCOA,CO2COA,1,2027,1.9069
REGION1,DEMINDCOA,CO2COA,1,2028,1.9782
REGION1,DEMINDCOA,CO2COA,1,2029,2.0496
REGION1,DEMINDCOA,CO2COA,1,2030,2.1191
REGION1,DEMINDDSL,CO2PET,1,2015,1.4097
REGION1,DEMINDDSL,CO2PET,1,2016,1.4097
REGION1,DEMINDDSL,CO2PET,1,2017,1.4642
REGION1,DEMINDDSL,CO2PET,1,2018,1.518
REGION1,DEMINDDSL,CO2PET,1,2019,1.5718
REGION1,DEMINDDSL,CO2PET,1,2020,1.6249
REGION1,DEMINDDSL,CO2PET,1,2021,1.7243
REGION1,DEMINDDSL,CO2PET,1,2022,1.8202
REGION1,DEMINDDSL,CO2PET,1,2023,1.9134
REGION1,DEMINDDSL,CO2PET,1,2024,2.0051
REGION1,DEMINDDSL,CO2PET,1,2025,2.0942
REGION1,DEMINDDSL,CO2PET,1,2026,2.1825
REGION1,DEMINDDSL,CO2PET,1,2027,2.2687
REGION1,DEMINDDSL,CO2PET,1,2028,2.3536
REGION1,DEMINDDSL,CO2PET,1,2029,2.4378
REGION1,DEMINDDSL,CO2PET,1,2030,2.5206
REGION1,DEMINDHFO,CO2PET,1,2015,0.2258
REGION1,DEMINDHFO,CO2PET,1,2016,0.2258
REGION1,DEMINDHFO,CO2PET,1,2017,0.2348
REGION1,DEMINDHFO,CO2PET,1,2018,0.243
REGION1,DEMINDHFO,CO2PET,1,2019,0.252
REGION1,DEMINDHFO,CO2PET,1,2020,0.2602
REGION1,DEMINDHFO,CO2PET,1,2021,0.276
REGION1,DEMINDHFO,CO2PET,1,2022,0.2918
REGION1,DEMINDHFO,CO2PET,1,2023,0.3068
REGION1,DEMINDHFO,CO2PET,1,2024,0.321
REGION1,DEMINDHFO,CO2PET,1,2025,0.3352
REGION1,DEMINDHFO,CO2PET,1,2026,0.3495
REGION1,DEMINDHFO,CO2PET,1,2027,0.363
REGION1,DEMINDHFO,CO2PET,1,2028,0.3772
REGION1,DEMINDHFO,CO2PET,1,2029,0.3908
REGION1,DEMINDHFO,CO2PET,1,2030,0.4035
REGION1,DEMINDOHC,CO2PET,1,2015,0.7995
REGION1,DEMINDOHC,CO2PET,1,2016,0.7995
REGION1,DEMINDOHC,CO2PET,1,2017,0.8307
REGION1,DEMINDOHC,CO2PET,1,2018,0.8612
REGION1,DEMINDOHC,CO2PET,1,2019,0.8918
REGION1,DEMINDOHC,CO2PET,1,2020,0.9216
REGION1,DEMINDOHC,CO2PET,1,2021,0.9777
REGION1,DEMINDOHC,CO2PET,1,2022,1.0323
REGION1,DEMINDOHC,CO2PET,1,2023,1.0849
REGION1,DEMINDOHC,CO2PET,1,2024,1.1367
REGION1,DEMINDOHC,CO2PET,1,2025,1.1878
REGION1,DEMINDOHC,CO2PET,1,2026,1.2375
REGION1,DEMINDOHC,CO2PET,1,2027,1.2865
REGION1,DEMINDOHC,CO2PET,1,2028,1.3348
REGION1,DEMINDOHC,CO2PET,1,2029,1.3824
REGION1,DEMINDOHC,CO2PET,1,2030,1.4299
REGION1,DEMOTHDSL,CO2PET,1,2015,0.3871
REGION1,DEMOTHDSL,CO2PET,1,2016,0.3871
REGION1,DEMOTHDSL,CO2PET,1,2017,0.4023
REGION1,DEMOTHDSL,CO2PET,1,2018,0.4168
REGION1,DEMOTHDSL,CO2PET,1,2019,0.4319
REGION1,DEMOTHDSL,CO2PET,1,2020,0.4464
REGION1,DEMOTHDSL,CO2PET,1,2021,0.4733
REGION1,DEMOTHDSL,CO2PET,1,2022,0.4996
REGION1,DEMOTHDSL,CO2PET,1,2023,0.5258
REGION1,DEMOTHDSL,CO2PET,1,2024,0.5506
REGION1,DEMOTHDSL,CO2PET,1,2025,0.5748
REGION1,DEMOTHDSL,CO2PET,1,2026,0.5989
REGION1,DEMOTHDSL,CO2PET,1,2027,0.6231
REGION1,DEMOTHDSL,CO2PET,1,2028,0.6465
REGION1,DEMOTHDSL,CO2PET,1,2029,0.6693
REGION1,DEMOTHDSL,CO2PET,1,2030,0.6921
REGION1,DEMOTHOHC,CO2PET,1,2015,0.2826
REGION1,DEMOTHOHC,CO2PET,1,2016,0.2826
REGION1,DEMOTHOHC,CO2PET,1,2017,0.2932
REGION1,DEMOTHOHC,CO2PET,1,2018,0.3046
REGION1,DEMOTHOHC,CO2PET,1,2019,0.3152
REGION1,DEMOTHOHC,CO2PET,1,2020,0.3259
REGION1,DEMOTHOHC,CO2PET,1,2021,0.3458
REGION1,DEMOTHOHC,CO2PET,1,2022,0.3649
REGION1,DEMOTHOHC,CO2PET,1,2023,0.3834
REGION1,DEMOTHOHC,CO2PET,1,2024,0.4019
REGION1,DEMOTHOHC,CO2PET,1,2025,0.4196
REGION1,DEMOTHOHC,CO2PET,1,2026,0.4374
REGION1,DEMOTHOHC,CO2PET,1,2027,0.4551
REGION1,DEMOTHOHC,CO2PET,1,2028,0.4722
REGION1,DEMOTHOHC,CO2PET,1,2029,0.4885
REGION1,DEMOTHOHC,CO2PET,1,2030,0.5055
REGION1,DEMRESKER,CO2PET,1,2015,0.7517
REGION1,DEMRESKER,CO2PET,1,2016,0.7517
REGION1,DEMRESKER,CO2PET,1,2017,0.7806
REGION1,DEMRESKER,CO2PET,1,2018,0.8094
REGION1,DEMRESKER,CO2PET,1,2019,0.8382
REGION1,DEMRESKER,CO2PET,1,2020,0.8663
REGION1,DEMRESKER,CO2PET,1,2021,0.9192
REGION1,DEMRESKER,CO2PET,1,2022,0.9708
REGION1,DEMRESKER,CO2PET,1,2023,1.0204
REGION1,DEMRESKER,CO2PET,1,2024,1.0693
REGION1,DEMRESKER,CO2PET,1,2025,1.1169
REGION1,DEMRESKER,CO2PET,1,2026,1.1638
REGION1,DEMRESKER,CO2PET,1,2027,1.21
REGION1,DEMRESKER,CO2PET,1,2028,1.2549
REGION1,DEMRESKER,CO2PET,1,2029,1.2998
REGION1,DEMRESKER,CO2PET,1,2030,1.344
REGION1,DEMRESLPG,CO2PET,1,2015,0.0195
REGION1,DEMRESLPG,CO2PET,1,2016,0.0195
REGION1,DEMRESLPG,CO2PET,1,2017,0.0201
REGION1,DEMRESLPG,CO2PET,1,2018,0.0212
REGION1,DEMRESLPG,CO2PET,1,2019,0.0218
REGION1,DEMRESLPG,CO2PET,1,2020,0.0224
REGION1,DEMRESLPG,CO2PET,1,2021,0.0236
REGION1,DEMRESLPG,CO2PET,1,2022,0.0254
REGION1,DEMRESLPG,CO2PET,1,2023,0.0266
REGION1,DEMRESLPG,CO2PET,1,2024,0.0277
REGION1,DEMRESLPG,CO2PET,1,2025,0.0289
REGION1,DEMRESLPG,CO2PET,1,2026,0.0301
REGION1,DEMRESLPG,CO2PET,1,2027,0.0313
REGION1,DEMRESLPG,CO2PET,1,2028,0.0324
REGION1,DEMRESLPG,CO2PET,1,2029,0.0336
REGION1,DEMRESLPG,CO2PET,1,2030,0.0348
REGION1,DEMTRADSL,CO2PET,1,2015,3.6142
REGION1,DEMTRADSL,CO2PET,1,2016,3.6142
REGION1,DEMTRADSL,CO2PET,1,2017,3.7543
REGION1,DEMTRADSL,CO2PET,1,2018,3.893
REGION1,DEMTRADSL,CO2PET,1,2019,4.0303
REGION1,DEMTRADSL,CO2PET,1,2020,4.1662
REGION1,DEMTRADSL,CO2PET,1,2021,4.4201
REGION1,DEMTRADSL,CO2PET,1,2022,4.6665
REGION1,DEMTRADSL,CO2PET,1,2023,4.9059
REGION1,DEMTRADSL,CO2PET,1,2024,5.1405
REGION1,DEMTRADSL,CO2PET,1,2025,5.3696
REGION1,DEMTRADSL,CO2PET,1,2026,5.5952
REGION1,DEMTRADSL,CO2PET,1,2027,5.8167
REGION1,DEMTRADSL,CO2PET,1,2028,6.0347
REGION1,DEMTRADSL,CO2PET,1,2029,6.25
REGION1,DEMTRADSL,CO2PET,1,2030,6.4632
REGION1,DEMTRAGSL,CO2PET,1,2015,0.92
REGION1,DEMTRAGSL,CO2PET,1,2016,0.92
REGION1,DEMTRAGSL,CO2PET,1,2017,0.9557
REGION1,DEMTRAGSL,CO2PET,1,2018,0.9907
REGION1,DEMTRAGSL,CO2PET,1,2019,1.0256
REGION1,DEMTRAGSL,CO2PET,1,2020,1.0606
REGION1,DEMTRAGSL,CO2PET,1,2021,1.1253
REGION1,DEMTRAGSL,CO2PET,1,2022,1.188
REGION1,DEMTRAGSL,CO2PET,1,2023,1.2487
REGION1,DEMTRAGSL,CO2PET,1,2024,1.3088
REGION1,DEMTRAGSL,CO2PET,1,2025,1.3669
REGION1,DEMTRAGSL,CO2PET,1,2026,1.4243
REGION1,DEMTRAGSL,CO2PET,1,2027,1.4804
REGION1,DEMTRAGSL,CO2PET,1,2028,1.5365
REGION1,DEMTRAGSL,CO2PET,1,2029,1.5913
REGION1,DEMTRAGSL,CO2PET,1,2030,1.6454
REGION1,DEMTRAOHC,CO2PET,1,2015,0.235
REGION1,DEMTRAOHC,CO2PET,1,2016,0.235
REGION1,DEMTRAOHC,CO2PET,1,2017,0.2442
REGION1,DEMTRAOHC,CO2PET,1,2018,0.2535
REGION1,DEMTRAOHC,CO2PET,1,2019,0.262
REGION1,DEMTRAOHC,CO2PET,1,2020,0.2712
REGION1,DEMTRAOHC,CO2PET,1,2021,0.2875
REGION1,DEMTRAOHC,CO2PET,1,2022,0.3032
REGION1,DEMTRAOHC,CO2PET,1,2023,0.3188
REGION1,DEMTRAOHC,CO2PET,1,2024,0.3344
REGION1,DEMTRAOHC,CO2PET,1,2025,0.3493
REGION1,DEMTRAOHC,CO2PET,1,2026,0.3635
REGION1,DEMTRAOHC,CO2PET,1,2027,0.3784
REGION1,DEMTRAOHC,CO2PET,1,2028,0.3926
REGION1,DEMTRAOHC,CO2PET,1,2029,0.4061
REGION1,DEMTRAOHC,CO2PET,1,2030,0.4203
