r,l,f,y,Demand
REGION1,SEA1BAS,COMELC002,2015,0.8114
REGION1,SEA1BAS,COMELC002,2016,0.8558
REGION1,SEA1BAS,COMELC002,2017,0.9139
REGION1,SEA1BAS,COMELC002,2018,0.9729
REGION1,SEA1BAS,COMELC002,2019,1.032
REGION1,SEA1BAS,COMELC002,2020,1.0911
REGION1,SEA1BAS,COMELC002,2021,1.231
REGION1,SEA1BAS,COMELC002,2022,1.3728
REGION1,SEA1BAS,COMELC002,2023,1.5165
REGION1,SEA1BAS,COMELC002,2024,1.6623
REGION1,SEA1BAS,COMELC002,2025,1.81
REGION1,SEA1BAS,COMELC002,2026,1.9597
REGION1,SEA1BAS,COMELC002,2027,2.1103
REGION1,SEA1BAS,COMELC002,2028,2.262
REGION1,SEA1BAS,COMELC002,2029,2.4156
REGION1,SEA1BAS,COMELC002,2030,2.5702
REGION1,SEA1BAS,INDELC002,2015,1.0271
REGION1,SEA1BAS,INDELC002,2016,1.0842
REGION1,SEA1BAS,INDELC002,2017,1.1581
REGION1,SEA1BAS,INDELC002,2018,1.2329
REGION1,SEA1BAS,INDELC002,2019,1.3078
REGION1,SEA1BAS,INDELC002,2020,1.3826
REGION1,SEA1BAS,INDELC002,2021,1.5599
REGION1,SEA1BAS,INDELC002,2022,1.7391
REGION1,SEA1BAS,INDELC002,2023,1.9223
REGION1,SEA1BAS,INDELC002,2024,2.1064
REGION1,SEA1BAS,INDELC002,2025,2.2935
REGION1,SEA1BAS,INDELC002,2026,2.4826
REGION1,SEA1BAS,INDELC002,2027,2.6736
REGION1,SEA1BAS,INDELC002,2028,2.8666
REGION1,SEA1BAS,INDELC002,2029,3.0606
REGION1,SEA1BAS,INDELC002,2030,3.2566
REGION1,SEA1BAS,RESELC002,2015,1.1177
REGION1,SEA1BAS,RESELC002,2016,1.1797
REGION1,SEA1BAS,RESELC002,2017,1.2605
REGION1,SEA1BAS,RESELC002,2018,1.3412
REGION1,SEA1BAS,RESELC002,2019,1.423
REGION1,SEA1BAS,RESELC002,2020,1.5047
REGION1,SEA1BAS,RESELC002,2021,1.6967
REGION1,SEA1BAS,RESELC002,2022,1.8927
REGION1,SEA1BAS,RESELC002,2023,2.0916
REGION1,SEA1BAS,RESELC002,2024,2.2925
REGION1,SEA1BAS,RESELC002,2025,2.4964
REGION1,SEA1BAS,RESELC002,2026,2.7012
REGION1,SEA1BAS,RESELC002,2027,2.909
REGION1,SEA1BAS,RESELC002,2028,3.1187
REGION1,SEA1BAS,RESELC002,2029,3.3305
REGION1,SEA1BAS,RESELC002,2030,3.5432
REGION1,SEA1INT,COMELC002,2015,2.0973
REGION1,SEA1INT,COMELC002,2016,2.2119
REGION1,SEA1INT,COMELC002,2017,2.362
REGION1,SEA1INT,COMELC002,2018,2.5148
REGION1,SEA1INT,COMELC002,2019,2.6675
REGION1,SEA1INT,COMELC002,2020,2.8202
REGION1,SEA1INT,COMELC002,2021,3.1816
REGION1,SEA1INT,COMELC002,2022,3.5482
REGION1,SEA1INT,COMELC002,2023,3.9198
REGION1,SEA1INT,COMELC002,2024,4.2965
REGION1,SEA1INT,COMELC002,2025,4.6783
REGION1,SEA1INT,COMELC002,2026,5.0652
REGION1,SEA1INT,COMELC002,2027,5.4546
REGION1,SEA1INT,COMELC002,2028,5.8466
REGION1,SEA1INT,COMELC002,2029,6.2436
REGION1,SEA1INT,COMELC002,2030,6.6433
REGION1,SEA1INT,INDELC002,2015,2.6548
REGION1,SEA1INT,INDELC002,2016,2.8024
REGION1,SEA1INT,INDELC002,2017,2.9933
REGION1,SEA1INT,INDELC002,2018,3.1867
REGION1,SEA1INT,INDELC002,2019,3.3802
REGION1,SEA1INT,INDELC002,2020,3.5736
REGION1,SEA1INT,INDELC002,2021,4.0318
REGION1,SEA1INT,INDELC002,2022,4.495
REGION1,SEA1INT,INDELC002,2023,4.9684
REGION1,SEA1INT,INDELC002,2024,5.4444
REGION1,SEA1INT,INDELC002,2025,5.928
REGION1,SEA1INT,INDELC002,2026,6.4167
REGION1,SEA1INT,INDELC002,2027,6.9105
REGION1,SEA1INT,INDELC002,2028,7.4094
REGION1,SEA1INT,INDELC002,2029,7.9108
REGION1,SEA1INT,INDELC002,2030,8.4173
REGION1,SEA1INT,RESELC002,2015,2.8889
REGION1,SEA1INT,RESELC002,2016,3.0493
REGION1,SEA1INT,RESELC002,2017,3.258
REGION1,SEA1INT,RESELC002,2018,3.4667
REGION1,SEA1INT,RESELC002,2019,3.678
REGION1,SEA1INT,RESELC002,2020,3.8892
REGION1,SEA1INT,RESELC002,2021,4.3856
REGION1,SEA1INT,RESELC002,2022,4.8921
REGION1,SEA1INT,RESELC002,2023,5.4062
REGION1,SEA1INT,RESELC002,2024,5.9255
REGION1,SEA1INT,RESELC002,2025,6.4524
REGION1,SEA1INT,RESELC002,2026,6.9818
REGION1,SEA1INT,RESELC002,2027,7.5188
REGION1,SEA1INT,RESELC002,2028,8.061
REGION1,SEA1INT,RESELC002,2029,8.6082
REGION1,SEA1INT,RESELC002,2030,9.158
REGION1,SEA1PEK,COMELC002,2015,0.4034
REGION1,SEA1PEK,COMELC002,2016,0.4254
REGION1,SEA1PEK,COMELC002,2017,0.4543
REGION1,SEA1PEK,COMELC002,2018,0.4837
REGION1,SEA1PEK,COMELC002,2019,0.513
REGION1,SEA1PEK,COMELC002,2020,0.5424
REGION1,SEA1PEK,COMELC002,2021,0.6119
REGION1,SEA1PEK,COMELC002,2022,0.6824
REGION1,SEA1PEK,COMELC002,2023,0.7539
REGION1,SEA1PEK,COMELC002,2024,0.8263
REGION1,SEA1PEK,COMELC002,2025,0.8998
REGION1,SEA1PEK,COMELC002,2026,0.9742
REGION1,SEA1PEK,COMELC002,2027,1.0491
REGION1,SEA1PEK,COMELC002,2028,1.1245
REGION1,SEA1PEK,COMELC002,2029,1.2008
REGION1,SEA1PEK,COMELC002,2030,1.2777
REGION1,SEA1PEK,INDELC002,2015,0.5106
REGION1,SEA1PEK,INDELC002,2016,0.539
REGION1,SEA1PEK,INDELC002,2017,0.5757
REGION1,SEA1PEK,INDELC002,2018,0.6129
REGION1,SEA1PEK,INDELC002,2019,0.6501
REGION1,SEA1PEK,INDELC002,2020,0.6873
REGION1,SEA1PEK,INDELC002,2021,0.7754
REGION1,SEA1PEK,INDELC002,2022,0.8645
REGION1,SEA1PEK,INDELC002,2023,0.9556
REGION1,SEA1PEK,INDELC002,2024,1.0471
REGION1,SEA1PEK,INDELC002,2025,1.1401
REGION1,SEA1PEK,INDELC002,2026,1.2341
REGION1,SEA1PEK,INDELC002,2027,1.3291
REGION1,SEA1PEK,INDELC002,2028,1.4251
REGION1,SEA1PEK,INDELC002,2029,1.5215
REGION1,SEA1PEK,INDELC002,2030,1.6189
REGION1,SEA1PEK,RESELC002,2015,0.5556
REGION1,SEA1PEK,RESELC002,2016,0.5865
REGION1,SEA1PEK,RESELC002,2017,0.6266
REGION1,SEA1PEK,RESELC002,2018,0.6668
REGION1,SEA1PEK,RESELC002,2019,0.7074
REGION1,SEA1PEK,RESELC002,2020,0.748
REGION1,SEA1PEK,RESELC002,2021,0.8435
REGION1,SEA1PEK,RESELC002,2022,0.9409
REGION1,SEA1PEK,RESELC002,2023,1.0398
REGION1,SEA1PEK,RESELC002,2024,1.1396
REGION1,SEA1PEK,RESELC002,2025,1.241
REGION1,SEA1PEK,RESELC002,2026,1.3428
REGION1,SEA1PEK,RESELC002,2027,1.4461
REGION1,SEA1PEK,RESELC002,2028,1.5504
REGION1,SEA1PEK,RESELC002,2029,1.6556
REGION1,SEA1PEK,RESELC002,2030,1.7614
REGION1,SEA2BAS,COMELC002,2015,1.226
REGION1,SEA2BAS,COMELC002,2016,1.2929
REGION1,SEA2BAS,COMELC002,2017,1.3807
REGION1,SEA2BAS,COMELC002,2018,1.47
REGION1,SEA2BAS,COMELC002,2019,1.5593
REGION1,SEA2BAS,COMELC002,2020,1.6485
REGION1,SEA2BAS,COMELC002,2021,1.8598
REGION1,SEA2BAS,COMELC002,2022,2.074
REGION1,SEA2BAS,COMELC002,2023,2.2913
REGION1,SEA2BAS,COMELC002,2024,2.5115
REGION1,SEA2BAS,COMELC002,2025,2.7346
REGION1,SEA2BAS,COMELC002,2026,2.9608
REGION1,SEA2BAS,COMELC002,2027,3.1884
REGION1,SEA2BAS,COMELC002,2028,3.4176
REGION1,SEA2BAS,COMELC002,2029,3.6497
REGION1,SEA2BAS,COMELC002,2030,3.8833
REGION1,SEA2BAS,INDELC002,2015,1.5518
REGION1,SEA2BAS,INDELC002,2016,1.6381
REGION1,SEA2BAS,INDELC002,2017,1.7497
REGION1,SEA2BAS,INDELC002,2018,1.8628
REGION1,SEA2BAS,INDELC002,2019,1.9759
REGION1,SEA2BAS,INDELC002,2020,2.0889
REGION1,SEA2BAS,INDELC002,2021,2.3567
REGION1,SEA2BAS,INDELC002,2022,2.6275
REGION1,SEA2BAS,INDELC002,2023,2.9043
REGION1,SEA2BAS,INDELC002,2024,3.1825
REGION1,SEA2BAS,INDELC002,2025,3.4652
REGION1,SEA2BAS,INDELC002,2026,3.7508
REGION1,SEA2BAS,INDELC002,2027,4.0395
REGION1,SEA2BAS,INDELC002,2028,4.3311
REGION1,SEA2BAS,INDELC002,2029,4.6242
REGION1,SEA2BAS,INDELC002,2030,4.9203
REGION1,SEA2BAS,RESELC002,2015,1.6887
REGION1,SEA2BAS,RESELC002,2016,1.7824
REGION1,SEA2BAS,RESELC002,2017,1.9044
REGION1,SEA2BAS,RESELC002,2018,2.0264
REGION1,SEA2BAS,RESELC002,2019,2.1499
REGION1,SEA2BAS,RESELC002,2020,2.2734
REGION1,SEA2BAS,RESELC002,2021,2.5635
REGION1,SEA2BAS,RESELC002,2022,2.8596
REGION1,SEA2BAS,RESELC002,2023,3.1602
REGION1,SEA2BAS,RESELC002,2024,3.4637
REGION1,SEA2BAS,RESELC002,2025,3.7717
REGION1,SEA2BAS,RESELC002,2026,4.0811
REGION1,SEA2BAS,RESELC002,2027,4.3951
REGION1,SEA2BAS,RESELC002,2028,4.712
REGION1,SEA2BAS,RESELC002,2029,5.0319
REGION1,SEA2BAS,RESELC002,2030,5.3532
REGION1,SEA2INT,COMELC002,2015,3.1115
REGION1,SEA2INT,COMELC002,2016,3.2814
REGION1,SEA2INT,COMELC002,2017,3.5042
REGION1,SEA2INT,COMELC002,2018,3.7308
REGION1,SEA2INT,COMELC002,2019,3.9574
REGION1,SEA2INT,COMELC002,2020,4.1839
REGION1,SEA2INT,COMELC002,2021,4.7201
REGION1,SEA2INT,COMELC002,2022,5.2639
REGION1,SEA2INT,COMELC002,2023,5.8152
REGION1,SEA2INT,COMELC002,2024,6.3741
REGION1,SEA2INT,COMELC002,2025,6.9405
REGION1,SEA2INT,COMELC002,2026,7.5145
REGION1,SEA2INT,COMELC002,2027,8.0922
REGION1,SEA2INT,COMELC002,2028,8.6737
REGION1,SEA2INT,COMELC002,2029,9.2628
REGION1,SEA2INT,COMELC002,2030,9.8556
REGION1,SEA2INT,INDELC002,2015,3.9385
REGION1,SEA2INT,INDELC002,2016,4.1575
REGION1,SEA2INT,INDELC002,2017,4.4407
REGION1,SEA2INT,INDELC002,2018,4.7277
REGION1,SEA2INT,INDELC002,2019,5.0147
REGION1,SEA2INT,INDELC002,2020,5.3017
REGION1,SEA2INT,INDELC002,2021,5.9814
REGION1,SEA2INT,INDELC002,2022,6.6686
REGION1,SEA2INT,INDELC002,2023,7.371
REGION1,SEA2INT,INDELC002,2024,8.0771
REGION1,SEA2INT,INDELC002,2025,8.7946
REGION1,SEA2INT,INDELC002,2026,9.5196
REGION1,SEA2INT,INDELC002,2027,10.2521
REGION1,SEA2INT,INDELC002,2028,10.9923
REGION1,SEA2INT,INDELC002,2029,11.7362
REGION1,SEA2INT,INDELC002,2030,12.4876
REGION1,SEA2INT,RESELC002,2015,4.2859
REGION1,SEA2INT,RESELC002,2016,4.5238
REGION1,SEA2INT,RESELC002,2017,4.8334
REGION1,SEA2INT,RESELC002,2018,5.1431
REGION1,SEA2INT,RESELC002,2019,5.4565
REGION1,SEA2INT,RESELC002,2020,5.7699
REGION1,SEA2INT,RESELC002,2021,6.5062
REGION1,SEA2INT,RESELC002,2022,7.2577
REGION1,SEA2INT,RESELC002,2023,8.0205
REGION1,SEA2INT,RESELC002,2024,8.7908
REGION1,SEA2INT,RESELC002,2025,9.5724
REGION1,SEA2INT,RESELC002,2026,10.3579
REGION1,SEA2INT,RESELC002,2027,11.1546
REGION1,SEA2INT,RESELC002,2028,11.9589
REGION1,SEA2INT,RESELC002,2029,12.7708
REGION1,SEA2INT,RESELC002,2030,13.5864
REGION1,SEA2PEK,COMELC002,2015,0.5903
REGION1,SEA2PEK,COMELC002,2016,0.6226
REGION1,SEA2PEK,COMELC002,2017,0.6648
REGION1,SEA2PEK,COMELC002,2018,0.7078
REGION1,SEA2PEK,COMELC002,2019,0.7508
REGION1,SEA2PEK,COMELC002,2020,0.7938
REGION1,SEA2PEK,COMELC002,2021,0.8955
REGION1,SEA2PEK,COMELC002,2022,0.9987
REGION1,SEA2PEK,COMELC002,2023,1.1033
REGION1,SEA2PEK,COMELC002,2024,1.2093
REGION1,SEA2PEK,COMELC002,2025,1.3168
REGION1,SEA2PEK,COMELC002,2026,1.4257
REGION1,SEA2PEK,COMELC002,2027,1.5353
REGION1,SEA2PEK,COMELC002,2028,1.6456
REGION1,SEA2PEK,COMELC002,2029,1.7574
REGION1,SEA2PEK,COMELC002,2030,1.8699
REGION1,SEA2PEK,INDELC002,2015,0.7472
REGION1,SEA2PEK,INDELC002,2016,0.7888
REGION1,SEA2PEK,INDELC002,2017,0.8425
REGION1,SEA2PEK,INDELC002,2018,0.897
REGION1,SEA2PEK,INDELC002,2019,0.9514
REGION1,SEA2PEK,INDELC002,2020,1.0059
REGION1,SEA2PEK,INDELC002,2021,1.1348
REGION1,SEA2PEK,INDELC002,2022,1.2652
REGION1,SEA2PEK,INDELC002,2023,1.3985
REGION1,SEA2PEK,INDELC002,2024,1.5324
REGION1,SEA2PEK,INDELC002,2025,1.6686
REGION1,SEA2PEK,INDELC002,2026,1.8061
REGION1,SEA2PEK,INDELC002,2027,1.9451
REGION1,SEA2PEK,INDELC002,2028,2.0855
REGION1,SEA2PEK,INDELC002,2029,2.2267
REGION1,SEA2PEK,INDELC002,2030,2.3692
REGION1,SEA2PEK,RESELC002,2015,0.8131
REGION1,SEA2PEK,RESELC002,2016,0.8583
REGION1,SEA2PEK,RESELC002,2017,0.917
REGION1,SEA2PEK,RESELC002,2018,0.9758
REGION1,SEA2PEK,RESELC002,2019,1.0352
REGION1,SEA2PEK,RESELC002,2020,1.0947
REGION1,SEA2PEK,RESELC002,2021,1.2344
REGION1,SEA2PEK,RESELC002,2022,1.377
REGION1,SEA2PEK,RESELC002,2023,1.5217
REGION1,SEA2PEK,RESELC002,2024,1.6678
REGION1,SEA2PEK,RESELC002,2025,1.8162
REGION1,SEA2PEK,RESELC002,2026,1.9652
REGION1,SEA2PEK,RESELC002,2027,2.1163
REGION1,SEA2PEK,RESELC002,2028,2.2689
REGION1,SEA2PEK,RESELC002,2029,2.423
REGION1,SEA2PEK,RESELC002,2030,2.5777
